provider,Converstion_rate,Note,__v,background,brand,createdAt_pro,createdBy,description,excludedProviders,gonjoyGiftValue,includedProviders,levels,loyaltyProgram,milestone,milestoneMess,name,onModel,status,synonyms,type,updatedAt_pro,updatedBy,validDate
5b052a0dd3765900147d2fb4,2e-05,50k 1 lượt,0,,,2019-05-20 05:19:20.213,5b052a0dd3765900147d2fb4,Khách hàng thân thiết,[],-1,[ObjectId('5b052a0dd3765900147d2fb4')],"[{'isRenewable': True, 'name': 'Thân thiết', 'type': 0, '_id': ObjectId('5ce25ce8338d2c001444d025'), 'milestone': 5, 'conversionRate': 2e-05, 'reachingMilestoneMessage': '1 ly cafe đen xì', 'note': '50k 1 lượt'}]",5ce25ce8338d2c001444d024,5,1 ly cafe đen xì,Thân thiết,Manager,0,GOnJOY,0,2019-05-20 10:12:08.445,5bf4be5bb531d76e933792cb,2019-05-21 07:51:26.000
5cc18126fa2e2300142e4354,0,0,0,,,2019-04-25 08:27:47.798,5cc18126fa2e2300142e4354,Discount,[],-1,[ObjectId('5cc18126fa2e2300142e4354')],[],5cc181be3e934d0014493ed6,0,0,0,,0,Violet,0,2019-04-25 08:27:47.798,,2019-04-26 09:45:02.000
5cc16a000f482d0016133a72,"2e-05,2e-05,2e-05,2e-05,2e-05,0.0",-->-->-->Giảm 5%/tổng hóa đơn khi đạt hạng-->Giảm 10%/tổng hóa đơn khi đạt hạng-->Giảm 15% cho tổng hoá đơn đến hết ngày 31/7/2019,0,5cc16a000f482d0016133a72_a4124c4b-873f-498d-838c-7c7e275f31ce.jpg,None,2019-04-29 07:02:14.736,5cc16a000f482d0016133a72,"Mỗi khách hàng đến quán với mỗi 50.000 sẽ được tích 1 điểm trực tiếp trên hệ thống Gonjoy (tương tự 100.000 được 2 điểm, nhân viên sẽ sử dụng apps Joy Provider để tích điểm cho khách hàng theo số điện thoại) khi đủ điểm yêu cầu sẽ  được thăng hạng và phần thưởng thăng hạng",[],-1,[ObjectId('5cc16a000f482d0016133a72')],"[{'reachingMilestoneMessage': 'Tặng 1 sản phẩm bất kỳ trong menu', 'conversionRate': 2e-05, 'note': '', 'name': 'Tích điểm', 'milestone': 10, 'type': 1, 'isRenewable': False, '_id': ObjectId('5cc6b19c42323e0014f99eea')}, {'reachingMilestoneMessage': 'Tặng 2 sản phẩm khi thăng hạng', 'conversionRate': 2e-05, 'note': '', 'name': 'Thành viên', 'milestone': 25, 'type': 1, 'isRenewable': False, '_id': ObjectId('5cc6b19c42323e0014f99ee9')}, {'reachingMilestoneMessage': 'Tặng 2 sản phẩm khi thăng hạng', 'conversionRate': 2e-05, 'note': '', 'name': 'Gương mặt thân quen', 'milestone': 45, 'type': 1, 'isRenewable': False, '_id': ObjectId('5cc6b19c42323e0014f99ee8')}, {'reachingMilestoneMessage': 'Tặng 3 sản phẩm khi thăng hạng', 'conversionRate': 2e-05, 'note': 'Giảm 5%/tổng hóa đơn khi đạt hạng', 'name': 'Fan cứng', 'milestone': 65, 'type': 1, 'isRenewable': False, '_id': ObjectId('5cc6b19c42323e0014f99ee7')}, {'reachingMilestoneMessage': 'Tặng 2 sản phẩm bất kỳ mỗi thứ 7 hằng tuần ', 'conversionRate': 2e-05, 'note': 'Giảm 10%/tổng hóa đơn khi đạt hạng', 'name': 'Trà thủ nòng cốt', 'milestone': 90, 'type': 1, 'isRenewable': False, '_id': ObjectId('5cc6b19c42323e0014f99ee6')}, {'reachingMilestoneMessage': 'Tặng 2 sản phẩm bất kì mỗi thứ 7 hằng tuần', 'conversionRate': 0, '_id': ObjectId('5cdb9d830ff0f60014933f1e'), 'note': 'Giảm 15% cho tổng hoá đơn đến hết ngày 31/7/2019', 'name': 'Cao thủ trà đạo', 'milestone': 0, 'type': 1, 'isRenewable': False}]",5cc6b19c42323e0014f99ee5,"10,25,45,65,90,0",Tặng 1 sản phẩm bất kỳ trong menu-->Tặng 2 sản phẩm khi thăng hạng-->Tặng 2 sản phẩm khi thăng hạng-->Tặng 3 sản phẩm khi thăng hạng-->Tặng 2 sản phẩm bất kỳ mỗi thứ 7 hằng tuần -->Tặng 2 sản phẩm bất kì mỗi thứ 7 hằng tuần,"Tích điểm,Thành viên,Gương mặt thân quen,Fan cứng,Trà thủ nòng cốt,Cao thủ trà đạo",Provider,1,Ocha House,"1,1,1,1,1,1",2019-06-07 08:42:09.926,5cc16a000f482d0016133a72,2019-07-31 15:00:33.000
5cb92b437ff6b80016147bbd,0,"Mỗi pizza mua lẻ tích được 1 điểm, tích được 10 điểm đổi được 1 pizza bất kì trong menu. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi từ Pizza Time",0,,None,2019-04-20 18:52:36.415,5cb92b437ff6b80016147bbd,"Mỗi pizza mua lẻ tích được 1 điểm, tích được 10 điểm đổi được 1 pizza bất kì trong menu",[],-1,[ObjectId('5cb92b437ff6b80016147bbd')],"[{'reachingMilestoneMessage': '1 pizza bất kỳ trong menu', 'conversionRate': 0, '_id': ObjectId('5cbc043eaa363e001478fabe'), 'note': 'Mỗi pizza mua lẻ tích được 1 điểm, tích được 10 điểm đổi được 1 pizza bất kì trong menu. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi từ Pizza Time', 'name': '', 'milestone': 10, 'type': 0, 'isRenewable': True}]",5cbc043eaa363e001478fabd,10,1 pizza bất kỳ trong menu,,Provider,1,Pizza Time,0,2019-06-07 08:42:09.926,5cb92b437ff6b80016147bbd,2020-04-22 05:47:50.000
5c8f65b59913f20016deb13d,"0.0001,0.0001,0.0001","1000 điểm nâng hạng Khách hàng thân thiết - giảm 5% tổng bill
2000 điểm nâng hạng Khách hàng VIP - giảm 7% tổng bill
4000 điểm nâng hạng khách hàng VVIP - giảm 10% tổng bill-->1000 điểm nâng hạng Khách hàng thân thiết - giảm 5% tổng bill
2000 điểm nâng hạng Khách hàng VIP - giảm 7% tổng bill
4000 điểm nâng hạng khách hàng VVIP - giảm 10% tổng bill-->1000 điểm nâng hạng Khách hàng thân thiết - giảm 5% tổng bill
2000 điểm nâng hạng Khách hàng VIP - giảm 7% tổng bill
4000 điểm nâng hạng khách hàng VVIP - giảm 10% tổng bill",0,,None,2019-03-17 19:29:11.658,5c8f65b59913f20016deb13d,Tích điểm nâng hạng,[],-1,[ObjectId('5c8f65b59913f20016deb13d')],"[{'reachingMilestoneMessage': 'Giảm trực tiếp 5% trên tổng giá trị hoá đơn trong suốt năm dương lịch 2019.', 'conversionRate': 0.0001, 'note': '1000 điểm nâng hạng Khách hàng thân thiết - giảm 5% tổng bill\n2000 điểm nâng hạng Khách hàng VIP - giảm 7% tổng bill\n4000 điểm nâng hạng khách hàng VVIP - giảm 10% tổng bill', 'name': 'Khách hàng thân thiết', 'milestone': 1000, 'type': 1, 'isRenewable': False, '_id': ObjectId('5c999cb47259f500140b839e')}, {'reachingMilestoneMessage': 'Giảm trực tiếp 7% trên tổng giá trị hoá đơn trong suốt năm dương lịch 2019.', 'conversionRate': 0.0001, 'note': '1000 điểm nâng hạng Khách hàng thân thiết - giảm 5% tổng bill\n2000 điểm nâng hạng Khách hàng VIP - giảm 7% tổng bill\n4000 điểm nâng hạng khách hàng VVIP - giảm 10% tổng bill', 'name': 'Khách hàng VIP', 'milestone': 2000, 'type': 1, 'isRenewable': False, '_id': ObjectId('5c999cb47259f500140b839d')}, {'reachingMilestoneMessage': 'Giảm trực tiếp 10% trên tổng giá trị hoá đơn trong suốt năm dương lịch 2019.', 'conversionRate': 0.0001, 'note': '1000 điểm nâng hạng Khách hàng thân thiết - giảm 5% tổng bill\n2000 điểm nâng hạng Khách hàng VIP - giảm 7% tổng bill\n4000 điểm nâng hạng khách hàng VVIP - giảm 10% tổng bill', 'name': 'Khách hàng VVIP', 'milestone': 4000, 'type': 1, 'isRenewable': False, '_id': ObjectId('5c999cb47259f500140b839c')}]",5c8f77fd79d4510014f82949,"1000,2000,4000",Giảm trực tiếp 5% trên tổng giá trị hoá đơn trong suốt năm dương lịch 2019.-->Giảm trực tiếp 7% trên tổng giá trị hoá đơn trong suốt năm dương lịch 2019.-->Giảm trực tiếp 10% trên tổng giá trị hoá đơn trong suốt năm dương lịch 2019.,"Khách hàng thân thiết,Khách hàng VIP,Khách hàng VVIP",Provider,1,Gradeli Beer,"1,1,1",2019-06-07 08:42:09.927,5c8f65b59913f20016deb13d,2019-12-31 18:29:58.000
5c8c885c9161a7001671f0af,0,Bạn hoàn thành 3 lượt tích điểm tại nhà hàng sẽ nhận được 1 món khai vị tùy chọn. Hoàn thành 5 lượt bạn sẽ được 1 món bất kỳ trong menu trị giá 200K. Sau đó bạn tích lại từ đầu để tiếp tục nhận ưu đãi từ Thuần Việt,0,,None,2019-03-24 11:11:08.782,5c8c885c9161a7001671f0af,Cùng ăn uống và tích điểm tại Nhà hàng Thuần Việt để nhận ưu đãi hấp dẫn,[],-1,[ObjectId('5c8c885c9161a7001671f0af')],"[{'reachingMilestoneMessage': '1 món bất kỳ trong menu trị giá 200K', 'conversionRate': 0, '_id': ObjectId('5c9838f89addda0014f7e287'), 'note': 'Bạn hoàn thành 3 lượt tích điểm tại nhà hàng sẽ nhận được 1 món khai vị tùy chọn. Hoàn thành 5 lượt bạn sẽ được 1 món bất kỳ trong menu trị giá 200K. Sau đó bạn tích lại từ đầu để tiếp tục nhận ưu đãi từ Thuần Việt', 'name': 'Thân Thiết', 'milestone': 5, 'type': 0, 'isRenewable': True}]",5c9838f89addda0014f7e286,5,1 món bất kỳ trong menu trị giá 200K,Thân Thiết,Manager,0,Nhà hàng Thuần Việt,0,2019-06-03 07:20:39.583,5bf8b7efb531d76e9347fb83,2020-03-25 19:05:28.000
5c867e4ba40d7d0014487b9e,0,Hyngn,0,,None,2019-03-10 16:17:30.829,5c867e4ba40d7d0014487b9e,Ghh,[],-1,[ObjectId('5c867e4ba40d7d0014487b9e')],"[{'reachingMilestoneMessage': 'Được ăn miễn phí', 'conversionRate': 0, '_id': ObjectId('5c8681a21987a00014513fac'), 'note': 'Hyngn', 'name': '', 'milestone': 10, 'type': 1, 'isRenewable': False}]",5c8681a21987a00014513fab,10,Được ăn miễn phí,,Manager,0,Ngọc Tiên,1,2019-03-12 07:22:04.433,5c663a06b531d76e93f90791,2019-03-12 15:37:49.000
5c7f797131482a0014098083,0,0,0,,None,2019-03-06 07:57:36.100,5c7f797131482a0014098083,,[],-1,[ObjectId('5c7f797131482a0014098083')],[],5c7f7ed597c3e20014177fd3,0,0,0,Manager,0,Hurom Juice Cafe,0,2019-03-18 01:52:07.151,5bf4be5bb531d76e933792cb,2019-03-07 08:02:59.341
5c78e6a179c6990016faee87,"0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001",-->-->-->-->-->-->,0,5c78e6a179c6990016faee87_fd8aec21-0a70-4bd9-ac1e-4a3f05cdf4dd.jpg,None,2019-03-02 18:15:56.388,5c78e6a179c6990016faee87,Tích điểm thăng hạng,[],-1,[ObjectId('5c78e6a179c6990016faee87')],"[{'reachingMilestoneMessage': 'Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...', 'conversionRate': 0.0001, '_id': ObjectId('5c7b376faff2850014d78553'), 'note': '', 'name': 'Đồng', 'milestone': 20, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...', 'conversionRate': 0.0001, '_id': ObjectId('5c7b376faff2850014d78552'), 'note': '', 'name': 'Bạc', 'milestone': 40, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...', 'conversionRate': 0.0001, '_id': ObjectId('5c7b376faff2850014d78551'), 'note': '', 'name': 'Vàng', 'milestone': 60, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...', 'conversionRate': 0.0001, '_id': ObjectId('5c7b376faff2850014d78550'), 'note': '', 'name': 'Bạch kim', 'milestone': 80, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...', 'conversionRate': 0.0001, '_id': ObjectId('5c7b376faff2850014d7854f'), 'note': '', 'name': 'Kim cương', 'milestone': 100, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...', 'conversionRate': 0.0001, '_id': ObjectId('5c7b376faff2850014d7854e'), 'note': '', 'name': 'Cao thủ', 'milestone': 120, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...', 'conversionRate': 0.0001, '_id': ObjectId('5c7b376faff2850014d7854d'), 'note': '', 'name': 'Thách đấu', 'milestone': 140, 'type': 1, 'isRenewable': False}]",5c7b376faff2850014d7854c,"20,40,60,80,100,120,140","Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...-->Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...-->Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...-->Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...-->Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...-->Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...-->Hãy tiếp tục đến Zen Coffee để tích điểm và có cơ hội nhận áo game, ba lô, bình nước ...","Đồng,Bạc,Vàng,Bạch kim,Kim cương,Cao thủ,Thách đấu",Manager,0,Zen coffee,"1,1,1,1,1,1,1",2019-06-06 04:12:06.711,5bf8b7efb531d76e9347fb83,2020-03-04 02:04:09.000
5c73c4b3673cf40014db6b83,"1e-05,1e-05",-->,0,,None,2019-02-26 17:36:02.710,5c73c4b3673cf40014db6b83,KM 2 TANG 1,[],-1,[ObjectId('5c73c4b3673cf40014db6b83')],"[{'reachingMilestoneMessage': 'tặng 1 ly bất kỳ', 'conversionRate': 1e-05, 'note': '', 'name': '1', 'milestone': 2, 'type': 1, 'isRenewable': False, '_id': ObjectId('5c75fb0764daec00141dd4e5')}, {'reachingMilestoneMessage': '2 ly cafe', 'conversionRate': 1e-05, '_id': ObjectId('5c7873a4dc87090014ca211f'), 'note': '', 'name': 'Vip', 'milestone': 600, 'type': 1, 'isRenewable': False}]",5c75fb0764daec00141dd4e4,"2,600",tặng 1 ly bất kỳ-->2 ly cafe,"1,Vip",Manager,0,Giang cafe,"1,1",2019-03-07 08:40:51.820,5c663a06b531d76e93f90791,2019-03-06 02:48:51.000
5c73a259e572230014dc8ac3,"2e-05,2e-05,0.0",Tặng 1 bánh-->Tặng bánh-->Tặng bánh ngọt,0,,None,2019-02-25 05:32:38.901,5c73a259e572230014dc8ac3,Tri ân,[],-1,[ObjectId('5c73a259e572230014dc8ac3')],"[{'reachingMilestoneMessage': 'Bánh tiramisu', 'conversionRate': 2e-05, '_id': ObjectId('5c73a330673cf40014db678d'), 'note': 'Tặng 1 bánh', 'name': 'Platium', 'milestone': 5, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Bánh quế', 'conversionRate': 2e-05, '_id': ObjectId('5c73a330673cf40014db678c'), 'note': 'Tặng bánh', 'name': 'Gold', 'milestone': 3, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Bánh ngọt', 'conversionRate': 0, '_id': ObjectId('5c751702dab97f0014dd066d'), 'note': 'Tặng bánh ngọt', 'name': '', 'milestone': 5, 'type': 1, 'isRenewable': False}]",5c73a330673cf40014db678b,"5,3,5",Bánh tiramisu-->Bánh quế-->Bánh ngọt,"Platium,Gold,",Manager,0,Hoang restaurant,"1,1,1",2019-03-07 08:41:47.305,5c663a06b531d76e93f90791,2019-02-28 08:09:41.000
5c73a259e572230014dc8ac3,2e-05,Tặng bánh kem nhỏ,0,,,2019-02-25 03:23:03.089,5c73a259e572230014dc8ac3,Tích điểm,[],-1,[ObjectId('5c73a259e572230014dc8ac3')],"[{'reachingMilestoneMessage': 'Bánh kem', 'conversionRate': 2e-05, 'note': 'Tặng bánh kem nhỏ', 'name': 'Vàng', 'milestone': 5, 'type': 0, 'isRenewable': True, '_id': ObjectId('5c73a43de572230014dc8b1f')}]",5c73a43de572230014dc8b1e,5,Bánh kem,Vàng,,0,Hoang restaurant,0,2019-02-25 03:23:03.089,,2019-02-26 08:14:51.000
5c73bb0f558bf400162bfc52,"0.0,0.0001,0.0001,0.0001","Hạng thấp nhất -->Thành viên đạt hạng bạc sớm nhất sẽ nhận được phần thưởng !!-->Khách hàng đầu tiên đạt hạng Vàng sẽ nhận được phần quà trị giá 2,500,000 của quán !! -->Khách hàng đạt hạng Kim Cương sớm nhất sẽ nhận được phần quà trị giá 4.500.000đ. ",0,5c73bb0f558bf400162bfc52_721e79ed-c94d-4280-9f89-ac60b141e7c9.jpg,None,2019-04-02 05:37:55.337,5c73bb0f558bf400162bfc52,Trở thành thành viên vip sớm nhất nhận quà theo mỗi hạng bậc !! Cùng đua nhau nào !!,[],-1,[ObjectId('5c73bb0f558bf400162bfc52')],"[{'reachingMilestoneMessage': '0', 'conversionRate': 0, 'note': 'Hạng thấp nhất ', 'name': 'Đồng', 'milestone': 0, 'type': 1, 'isRenewable': False, '_id': ObjectId('5ca339174eb1d800140df212')}, {'reachingMilestoneMessage': '1 Đôi Giày Trị Giá 800.000Đ', 'conversionRate': 0.0001, 'note': 'Thành viên đạt hạng bạc sớm nhất sẽ nhận được phần thưởng !!', 'name': 'Bạc', 'milestone': 100, 'type': 1, 'isRenewable': False, '_id': ObjectId('5ca339174eb1d800140df211')}, {'reachingMilestoneMessage': '1 Đôi Giày trị giá 2,500,000 !!', 'conversionRate': 0.0001, 'note': 'Khách hàng đầu tiên đạt hạng Vàng sẽ nhận được phần quà trị giá 2,500,000 của quán !! ', 'name': 'Vàng', 'milestone': 300, 'type': 1, 'isRenewable': False, '_id': ObjectId('5ca339174eb1d800140df210')}, {'reachingMilestoneMessage': 'Một Đôi Giày trị giá 4,500,000đ ( Khách hàng có thể tùy chọn )', 'conversionRate': 0.0001, 'note': 'Khách hàng đạt hạng Kim Cương sớm nhất sẽ nhận được phần quà trị giá 4.500.000đ. ', 'name': 'Kim Cương', 'milestone': 500, 'type': 1, 'isRenewable': False, '_id': ObjectId('5ca339174eb1d800140df20f')}]",5ca3377c4eb1d800140df1c9,"0,100,300,500","0-->1 Đôi Giày Trị Giá 800.000Đ-->1 Đôi Giày trị giá 2,500,000 !!-->Một Đôi Giày trị giá 4,500,000đ ( Khách hàng có thể tùy chọn )","Đồng,Bạc,Vàng,Kim Cương",Provider,0,T-Garden Coffee,"1,1,1,1",2019-04-02 10:27:35.178,5c73bb0f558bf400162bfc52,2019-04-30 15:00:06.000
5c73bb0f558bf400162bfc52,"0.0001,0.0001,0.0001,0.0001",Khách hàng đầu tiên đạt hạng bạc sẽ nhận được đôi giày trị giá 800k -->Khách hàng đạt hạng vàng đầu tiên sẽ nhận được đôi giày trị giá 1.500.000-->Khách hàng đầu tiên đạt hạng kim cương sẽ nhận được phần quà trị giá 2.500.000-->Đây là hạng khởi đầu cho khách hàng.,0,5c73bb0f558bf400162bfc52_894cb264-a4ae-4271-a9a7-63766f156a07.jpg,None,2019-03-22 10:23:30.196,5c73bb0f558bf400162bfc52,Đăng kí thành viên của T-Garden. Nhận ngay phần quà cực khủng !!,[],-1,[ObjectId('5c73bb0f558bf400162bfc52')],"[{'reachingMilestoneMessage': 'Converse', 'conversionRate': 0.0001, '_id': ObjectId('5c9596d9b659880014bb0a6e'), 'note': 'Khách hàng đầu tiên đạt hạng bạc sẽ nhận được đôi giày trị giá 800k ', 'name': 'Bạc', 'milestone': 100, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Vans Of School', 'conversionRate': 0.0001, '_id': ObjectId('5c9596d9b659880014bb0a6d'), 'note': 'Khách hàng đạt hạng vàng đầu tiên sẽ nhận được đôi giày trị giá 1.500.000', 'name': 'Vàng', 'milestone': 200, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Jordan ', 'conversionRate': 0.0001, '_id': ObjectId('5c9596d9b659880014bb0a6c'), 'note': 'Khách hàng đầu tiên đạt hạng kim cương sẽ nhận được phần quà trị giá 2.500.000', 'name': 'Kim Cương', 'milestone': 300, 'type': 1, 'isRenewable': False}, {'reachingMilestoneMessage': 'Hạng thấp nhất', 'conversionRate': 0.0001, 'note': 'Đây là hạng khởi đầu cho khách hàng.', 'name': 'Đồng', 'milestone': 0, 'type': 1, 'isRenewable': False, '_id': ObjectId('5c95999cb659880014bb0a8e')}]",5c9596d9b659880014bb0a6b,"100,200,300,0",Converse-->Vans Of School-->Jordan -->Hạng thấp nhất,"Bạc,Vàng,Kim Cương,Đồng",Provider,0,T-Garden Coffee,"1,1,1,1",2019-04-01 07:33:47.537,5c73bb0f558bf400162bfc52,2019-04-30 17:00:57.000
5c6e71d72affa10016b36caf,1e-05,Tích đủ 10 lượt tại Pizza Pasta & Fast Food bạn sẽ được giảm 15%/ tổng hoá đơn cho lần đến kế tiếp. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi hấp dẫn ,0,5c6e71d72affa10016b36caf_b589c359-a9bf-4121-aeea-c014c10410c5.jpg,None,2019-03-13 15:34:12.700,5c6e71d72affa10016b36caf,Tích điểm nhận quà tại Pizza Pasta & Fast Food,[],-1,[ObjectId('5c6e71d72affa10016b36caf')],"[{'reachingMilestoneMessage': 'Giảm 15%/ tổng hoá đơn cho lần kế tiếp ', 'conversionRate': 1e-05, 'note': 'Tích đủ 10 lượt tại Pizza Pasta & Fast Food bạn sẽ được giảm 15%/ tổng hoá đơn cho lần đến kế tiếp. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi hấp dẫn ', 'name': 'Thân Thiết', 'milestone': 10, 'type': 0, 'isRenewable': True, '_id': ObjectId('5c89d41c7fa47500141d72c1')}]",5c89d41c7fa47500141d72c0,10,Giảm 15%/ tổng hoá đơn cho lần kế tiếp ,Thân Thiết,Manager,0,Pizza Pasta - Fast Food,0,2019-06-06 04:11:30.413,5bf8b7efb531d76e9347fb83,2020-03-15 04:06:40.000
5c6cd2a5e0141c001643fd91,2e-05,"Chỉ cần 50,000đ/hóa đơn bạn sẽ được tích 1 lượt. Tích đủ 10 lượt tại Funky Coffee, bạn sẽ được free 1 phần nước bất kỳ trong lần đến tiếp theo. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi",0,5c6cd2a5e0141c001643fd91_170eaf9f-54da-4a6a-aa2a-a79e132fc68c.jpg,None,2019-03-03 09:17:21.250,5c6cd2a5e0141c001643fd91,Tích điểm nhận ưu đãi từ Funky Coffee,[],-1,[ObjectId('5c6cd2a5e0141c001643fd91')],"[{'reachingMilestoneMessage': '1 phần nước bất kỳ trong menu ', 'conversionRate': 2e-05, 'note': 'Chỉ cần 50,000đ/hóa đơn bạn sẽ được tích 1 lượt. Tích đủ 10 lượt tại Funky Coffee, bạn sẽ được free 1 phần nước bất kỳ trong lần đến tiếp theo. Sau đó bạn sẽ tích lại từ đầu để tiếp tục nhận ưu đãi', 'name': 'Khách Hàng Thân Thiết', 'milestone': 10, 'type': 0, 'isRenewable': True, '_id': ObjectId('5c7c6ed9d7165600148598f6')}]",5c7c6ed9d7165600148598f5,10,1 phần nước bất kỳ trong menu ,Khách Hàng Thân Thiết,Provider,1,Funky Coffee,0,2019-06-07 08:42:09.927,5c6cd2a5e0141c001643fd91,2020-03-05 00:15:23.000
5c6bd09910f42a0014bd7555,"0.0001,0.0001,0.0",-->-->,0,,None,2019-02-19 05:49:31.416,5c6bd09910f42a0014bd7555,Xyz,[],-1,[ObjectId('5c6bd09910f42a0014bd7555')],"[{'reachingMilestoneMessage': 'Một ly cf bất kỳ', 'conversionRate': 0.0001, 'note': '', 'name': 'Đồng', 'milestone': 5, 'type': 1, 'isRenewable': False, '_id': ObjectId('5c6bd8a610f42a0014bd7692')}, {'reachingMilestoneMessage': 'Gấu bông', 'conversionRate': 0.0001, 'note': '', 'name': 'Bạc', 'milestone': 3, 'type': 0, 'isRenewable': False, '_id': ObjectId('5c6bd8a610f42a0014bd7691')}, {'reachingMilestoneMessage': '', 'conversionRate': 0, 'note': '', 'name': 'Vàng', 'milestone': 0, 'type': 0, 'isRenewable': False, '_id': ObjectId('5c6bd8a610f42a0014bd7690')}]",5c6bd8a610f42a0014bd768f,"5,3,0",Một ly cf bất kỳ-->Gấu bông-->,"Đồng,Bạc,Vàng",Manager,0,Joytest,"1,0,0",2019-02-21 02:43:21.873,5bf4be5bb531d76e933792cb,2019-02-20 10:17:45.559
5c6bced210f42a0014bd751c,"2.5e-05,1.6666666666666667e-05",-->,0,,None,2019-02-21 07:01:20.801,5c6bced210f42a0014bd751c,Test,[],-1,[ObjectId('5c6bced210f42a0014bd751c')],"[{'reachingMilestoneMessage': 'Tặng 1 ly free', 'conversionRate': 2.5e-05, '_id': ObjectId('5c6e5eec34542c0014b8131e'), 'note': '', 'name': 'Đồng', 'milestone': 5, 'type': 0, 'isRenewable': True}, {'reachingMilestoneMessage': 'Gấu bông', 'conversionRate': 1.6666666666666667e-05, '_id': ObjectId('5c6e5eec34542c0014b8131d'), 'note': '', 'name': 'Bạc', 'milestone': 10, 'type': 0, 'isRenewable': True}]",5c6e5eec34542c0014b8131c,"5,10",Tặng 1 ly free-->Gấu bông,"Đồng,Bạc",Manager,0,0911388634,"0,0",2019-03-07 08:42:24.704,5c663a06b531d76e93f90791,2019-02-24 08:15:04.000
5c6ac13c4ed94c0014897eba,2e-05,"Khi KH mua sản phẩm với hóa đơn trên 150k, thì đc tặng 1 ly bất kì. ",0,,None,2019-02-18 10:55:48.122,5c6ac13c4ed94c0014897eba,"Mua 3 sản phẩm, tặng 1 ly bất kì.",[],-1,[ObjectId('5c6ac13c4ed94c0014897eba')],"[{'reachingMilestoneMessage': '1 ly bất kì ', 'conversionRate': 2e-05, '_id': ObjectId('5c6bafd64ed94c00148984e3'), 'note': 'Khi KH mua sản phẩm với hóa đơn trên 150k, thì đc tặng 1 ly bất kì. ', 'name': 'Thành viên', 'milestone': 3, 'type': 0, 'isRenewable': False}]",5c6bafd64ed94c00148984e2,3,1 ly bất kì ,Thành viên,Manager,0,Phi,0,2019-02-21 02:49:19.750,5bf4be5bb531d76e933792cb,2019-02-26 07:24:08.048
5c5c51afbb13ce0014e8766b,0,,0,5c5c51afbb13ce0014e8766b_1e9d2d86-1817-4f4c-908d-dd8f342b0db3.jpeg,None,2019-02-06 15:27:12.108,5c5c51afbb13ce0014e8766b,,[],-1,[ObjectId('5c5c51afbb13ce0014e8766b')],"[{'reachingMilestoneMessage': '', 'conversionRate': 0, '_id': ObjectId('5c5c5203bb13ce0014e876a3'), 'note': '', 'name': '', 'milestone': 0, 'type': 0, 'isRenewable': False}]",5c5c5203bb13ce0014e876a2,0,,,Manager,0,AB&B,0,2019-02-14 09:42:35.831,5bf4be5bb531d76e933792cb,2019-02-08 15:42:06.115
