X1,X_id,title,description,dateFrom,dateTo,providerId,provider,isAvailableInJoyGifts,updatedAt,createdAt,isDeleted,isActive,status,spam,menuRef,listReceive,numberOfRemainingUses,numberOfUses,maxDiscountedPrice,minBill,price,percent,customerGroup,campaign,promotionType,categories,listIgnores,listShares,listLikes,keywords,__v,loyaltyProgram,linkImage,image,dateBegin,dateEnd,link,isVoucherOfHunter2,isVoucher
147,5ba0d3603cfe900013eed697,"Tích điểm đổi quà: Card điện thoại, Free đồ uống, móc khóa...",Đến Lyn's Milk Tea & Drinks để tích điểm đổi nhiều phần quà hấp dẫn! Chỉ 3s lấy mã thôi thì còn chần chừ gì nữa mà không GO & ENJOY 😉,2018-09-19T00:00:00Z,2018-10-24T06:00:00Z,NA,5b95ee086edac30014ab91f3,NA,2018-09-18T13:38:09Z,2018-09-18T13:38:09Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5ba847cab2f7ed00132c862d"",""5ba847cab2f7ed00132c862c""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5ba847cab2f7ed00132c862b"", ""5ba847cab2f7ed00132c862a""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5b95ee086edac30014ab91f3_8e4090e1-42a9-4f06-9575-a74e24f06daa.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b95ee086edac30014ab91f3_8e4090e1-42a9-4f06-9575-a74e24f06daa.png,NA,NA,NA,NA,NA
148,5ba06f44a26e3d0013d53170,"Tích điểm đổi quà: Card đt, nước miễn phí cùng móc khóa xinh xắn",Đến Xicha 185 Nguyễn Văn Thoại để tích điểm đổi nhiều phần quà hấp dẫn! Chỉ 3s lấy mã thôi thì còn chần chừ gì nữa mà không GO & ENJOY 😉,2018-09-20T00:00:00Z,2018-10-21T06:00:00Z,NA,5a572220c401fd001438d369,NA,2018-09-18T08:43:55Z,2018-09-18T08:43:55Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5baa130b09c1d50013ebc935"",""5baa130b09c1d50013ebc934""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5baa130b09c1d50013ebc933"", ""5baa130b09c1d50013ebc932""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5a572220c401fd001438d369_b2d73091-6a10-46b6-81b5-36925a946dae.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/5a572220c401fd001438d369_b2d73091-6a10-46b6-81b5-36925a946dae.png,NA,NA,NA,NA,NA
149,5b9f0037079f5a0013d24a01,Đồng giá 15K với menu đồ uống,Đừng bỏ lỡ cơ hội nhận KM đồng giá 15K menu đồ uống tại Bubble Tea!!! Chương trình áp dụng từ 18/09 - 21/09 Code khuyến mãi chỉ có giá trị trong 24h. Nhanh tay lấy mã và đến quán để nhận ưu đãi nào!!!,2018-09-18T00:00:00Z,2018-09-22T00:00:00Z,NA,5b91d590e8b53a00147d51d9,NA,2018-09-16T18:56:23Z,2018-09-16T18:56:23Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5b91d590e8b53a00147d51d9_028ea486-e9ac-46db-9702-6232a93462e1.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b91d590e8b53a00147d51d9_028ea486-e9ac-46db-9702-6232a93462e1.png,NA,NA,NA,NA,NA
150,5b9b1f08a8284a00146b03da,"Tích điểm đổi quà: Thẻ điện thoại, nước uống miễn phí, Móc khóa Joy",Nhanh tay inbox lấy code và đến ngay Hi Bro 113 Phan Đăng Lưu để tích điểm đổi quà nhé! Chần chờ gì mà không Go & Joy,2018-09-14T00:00:00Z,2018-10-11T00:00:00Z,NA,5b93366fce34560014ae12c5,TRUE,2018-09-13T18:23:07Z,2018-09-13T18:23:07Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5b9b29d7a8284a00146b061a"",""5b9b29d7a8284a00146b0619""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5b9b29d7a8284a00146b0618"", ""5b9b29d7a8284a00146b0617""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5b93366fce34560014ae12c5_cd9c6d49-0bb8-4437-a140-40927861dde1.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b93366fce34560014ae12c5_cd9c6d49-0bb8-4437-a140-40927861dde1.png,NA,NA,NA,NA,NA
151,5b977ef9ea6dcf0014f1f57a,Đồng giá 30k,Đến ngay quán quét cái này đi để nhận ưu đãi ^^,2018-09-11T16:00:00Z,2018-09-12T05:00:00Z,NA,5b57e422913717001448d42c,NA,2018-09-11T10:37:43Z,2018-09-11T10:37:43Z,FALSE,TRUE,0,list(),list(),character(0),0,0,"{currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""},_id:c{""5b977ef9ea6dcf0014f1f57c"",""5b977ef9ea6dcf0014f1f57b""},value:c{0,0}}","list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5b977ef9ea6dcf0014f1f57e"", ""5b977ef9ea6dcf0014f1f57d""), value = c(0, 0))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,NA,NA,NA,NA,NA,NA,NA
152,5b9630e63d42bb00145db047,"Tích điểm đổi quà: Thẻ điện thoại, trà sữa, móc khóa...",Đến House Of Cha 21 Lê Duẩn để tích điểm đổi nhiều phần quà hấp dẫn! Chỉ 3s lấy mã thôi thì còn chần chừ gì nữa mà không GO & ENJOY 😉,2018-09-14T07:00:00Z,2018-10-15T06:59:00Z,NA,5b20e5ad24e14200149d1965,NA,2018-09-10T12:47:54Z,2018-09-10T12:47:54Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5b9f1982e111b70013121422"",""5b9f1982e111b70013121421""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5b9f1982e111b70013121420"", ""5b9f1982e111b7001312141f""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5b20e5ad24e14200149d1965_c4a96689-ae6b-4f2e-b3f6-abaaec3e5646.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b20e5ad24e14200149d1965_c4a96689-ae6b-4f2e-b3f6-abaaec3e5646.png,NA,NA,NA,NA,NA
153,5b971e912f52290014eae2bb,"Tích điểm đổi quà: Thẻ điện thoại, phần nước miễn phí, móc khóa...",Đến Lyn's Milk Tea & Drinks để tích điểm đổi nhiều phần quà hấp dẫn! Chỉ 3s lấy mã thôi thì còn chần chừ gì nữa mà không GO & ENJOY 😉,2018-09-14T00:00:00Z,2018-10-17T06:59:00Z,NA,5b922c5fa0811b001456d783,NA,2018-09-10T12:19:45Z,2018-09-10T12:19:45Z,FALSE,TRUE,2,list(),list(),character(0),0,0,"{value:c{0,0},_id:c{""5ba0d62c3cfe900013eed808"",""5ba0d62c3cfe900013eed807""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5ba0d62c3cfe900013eed806"", ""5ba0d62c3cfe900013eed805""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5b922c5fa0811b001456d783_8c85e1ff-6249-4e61-9d85-45646759e259.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b922c5fa0811b001456d783_8c85e1ff-6249-4e61-9d85-45646759e259.png,NA,NA,NA,NA,NA
154,5b933afe4e4a750014b728e6,Đồng giá 25K menu đồ uống,Đồng Giá 25K cho menu đồ uống ở Hi Bro. Chương Trình áp dụng từ ngày 10/09 - 13/09 *Đi ngay kẻo lỡ!!! *Mã chỉ có giá trị trong 1 ngày. Nhớ lấy code mới trước khi đến quán nha!!!,2018-09-10T00:00:00Z,2018-09-14T00:00:00Z,NA,5b93366fce34560014ae12c5,NA,2018-09-07T17:52:26Z,2018-09-07T17:52:26Z,FALSE,TRUE,2,list(),list(),character(0),0,0,0,0,list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5b93366fce34560014ae12c5_262fc4b5-5531-472b-8f84-c1d375809416.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b93366fce34560014ae12c5_262fc4b5-5531-472b-8f84-c1d375809416.png,NA,NA,NA,NA,NA
155,5b8f83b60bb2dc0014423714,Giảm 30% uống trà tại Brewman Tea Concept,"Giảm 30% cùng thưởng trà, bánh ngon tại Brewman Tea Concept",2018-09-05T00:00:00Z,2018-09-15T00:00:00Z,NA,5b8f819650a0950014250175,NA,2018-09-05T12:02:22Z,2018-09-05T12:02:22Z,FALSE,TRUE,2,NULL,list(),character(0),0,0,0,0,list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,gonjoy_promotion_brewmantea.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/gonjoy_promotion_brewmantea.png,NA,NA,NA,NA,NA
156,5b8f67cda3f22100144824f4,"Tích điểm đổi quà: Thẻ điện thoại, nước uống miễn phí, móc khóa Joy",Nhanh tay lấy code và đến Euro Bistro 562 Trần Hưng Đạo để tích điểm đổi quà nè! Chần chừ gì nữa mà không GO & ENJOY 😉,2018-09-07T00:00:00Z,2018-10-11T06:59:00Z,NA,5b600e9331de36001402a26a,NA,2018-09-05T12:02:19Z,2018-09-05T12:02:19Z,FALSE,TRUE,2,NULL,list(),character(0),0,0,"{value:c{0,0},_id:c{""5b98705eeefcd40014485d74"",""5b98705eeefcd40014485d73""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5b98705eeefcd40014485d72"", ""5b98705eeefcd40014485d71""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5b600e9331de36001402a26a_0ef3db51-d0e4-431f-97ec-edec148af647.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b600e9331de36001402a26a_0ef3db51-d0e4-431f-97ec-edec148af647.png,NA,NA,NA,NA,NA
157,5b88a87c2c685f001405391a,"Tích điểm đổi quà: Thẻ điện thoại, nước uống miễn phí, móc khóa Joy",Nhanh tay lấy code và đến RoyalTea 369 Hoàng Diệu để tích điểm đổi quà nè! Chần chừ gì nữa mà không GO & ENJOY 😉,2018-09-06T00:00:00Z,2018-10-13T06:59:00Z,NA,5b6c0571904d4200147254d6,NA,2018-08-30T16:17:40Z,2018-08-30T16:17:40Z,FALSE,TRUE,2,NULL,list(),character(0),0,0,"{value:c{0,0},_id:c{""5b986fd7f32df800141c0d1a"",""5b986fd7f32df800141c0d19""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5b986fd7f32df800141c0d18"", ""5b986fd7f32df800141c0d17""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5b6c0571904d4200147254d6_a3db2b60-ddb1-4edb-a867-c74f50a92ee0.png,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b6c0571904d4200147254d6_a3db2b60-ddb1-4edb-a867-c74f50a92ee0.png,NA,NA,NA,NA,NA
158,5b80c9241ecd990014d7716f,#XINGCHA Tích điểm đổi quà,Nhanh tay lấy code và đến XingCha để tích điểm đổi quà nè! Chần chừ gì nữa mà không GO & ENJOY 😉,2018-08-27T00:00:00Z,2018-10-16T06:00:00Z,NA,5b584a11913717001448dfd2,NA,2018-08-24T21:30:56Z,2018-08-24T21:30:56Z,FALSE,TRUE,2,NULL,list(),character(0),0,0,"{value:c{0,0},_id:c{""5bb59637cab5c20013c8d555"",""5bb59637cab5c20013c8d554""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5bb59637cab5c20013c8d553"", ""5bb59637cab5c20013c8d552""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),0,NA,5b584a11913717001448dfd2_526ad9da-00c3-441c-a154-61f36a1137d2.jpg,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b584a11913717001448dfd2_526ad9da-00c3-441c-a154-61f36a1137d2.jpg,NA,NA,NA,NA,NA
159,5b7281f3f89e140014dfae81,Tích điểm đổi quà,Nhanh tay lấy code và  đến Maybe Drinks & Coffee để tích điểm đổi quà nè! Chần chừ gì nữa mà không GO & ENJOY 😉,2018-08-23T00:00:00Z,2018-09-24T00:00:00Z,NA,5b6e4389b19682001467f83a,NA,2018-08-13T17:44:31Z,2018-08-13T17:44:31Z,FALSE,TRUE,2,list(),list(),5a13030a9f66ea00144a8eab,0,1,"{value:c{0,0},_id:c{""5b99115aae2dea0014ef49bf"",""5b99115aae2dea0014ef49be""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5b99115aae2dea0014ef49bd"", ""5b99115aae2dea0014ef49bc""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),0,NA,0,1,NULL,list(),list(),character(0),list(),1,NA,5b6e4389b19682001467f83a_642f8c6f-2546-4674-8fa8-03525f018233.jpeg,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b6e4389b19682001467f83a_642f8c6f-2546-4674-8fa8-03525f018233.jpeg,NA,24/08/2018,NA,NA,NA
160,5b67de494eddeb0014843f27,Promotion 10%,Giảm giá 10% cho hoá đơn trên 500.000,2018-08-06T00:00:00Z,2018-08-08T00:00:00Z,NA,5b52a592a9af7f00143c6471,NA,2018-08-06T06:41:51Z,2018-08-06T06:41:51Z,FALSE,TRUE,1,NULL,list(),character(0),1,1,"{value:c{4.44,100000},_id:c{""5b68104a4eddeb0014843f9e"",""5b68104a4eddeb0014843f9d""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(22.22, 500000), `_id` = c(""5b68104a4eddeb0014843f9c"", ""5b68104a4eddeb0014843f9b""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),10,NA,NA,1,NULL,list(),list(),character(0),NULL,0,NA,NA,NA,NA,NA,NA,NA,NA
161,5b6577836013470014243bfa,Abc,Bca,2018-08-04T12:00:00Z,2018-08-06T16:52:00Z,NA,5ae17fa16a373300149aa730,NA,2018-08-04T05:54:20Z,2018-08-04T05:54:20Z,FALSE,TRUE,1,NULL,list(),character(0),1,1,"{value:c{4.44,100000},_id:c{""5b65778adcb7840014465c9c"",""5b65778adcb7840014465c9b""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(2.22, 50000), `_id` = c(""5b65778adcb7840014465c9a"", ""5b65778adcb7840014465c99""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),50,NA,NA,1,NULL,list(),list(),character(0),NULL,0,NA,NA,NA,NA,NA,NA,NA,NA
162,5b44788f2ef48c00149781ab,Workshop Xicha,Cùng Joy học pha chế trà sữa Xicha. Nhận thiệt nhiều quà tặng và voucher giảm 30% đồ uống,2018-07-09T00:00:00Z,2018-07-15T00:00:00Z,NA,5a572220c401fd001438d369,NA,2018-07-10T15:47:31Z,2018-07-10T15:47:31Z,FALSE,TRUE,0,NULL,list(),"c(""5b5a82160e46470014693352"", ""5b69002e42276d00141d8a93"", ""5b694e7742276d00141d9bf1"")",0,0,0,0,list(),30,NA,NA,1,NULL,list(),list(),character(0),NULL,3,NA,NA,NA,NA,NA,NA,NA,NA
163,5b2dfdbd58fa5300141fd802,World Cup sôi động,Khuyến mãi 20%,2018-06-23T07:00:00Z,2018-06-24T07:00:00Z,NA,5ae17fa16a373300149aa730,NA,2018-06-22T18:33:14Z,2018-06-22T18:33:14Z,FALSE,TRUE,1,NULL,list(),"c(""5b2dff5e58fa5300141fd81a"", ""5a808e70686adf00141b6069"", ""5ac49aeca9f6fb00140b24cf"", ""5af8ed8070a71e0014462f48"", ""5ac5a32346f1be00142cb60a"", ""5b35a2754eb1d10014c0bb59"")",0,0,"{value:c{0,0},_id:c{""5b2dfe7c58fa5300141fd818"",""5b2dfe7c58fa5300141fd817""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5b2dfe7c58fa5300141fd816"", ""5b2dfe7c58fa5300141fd815""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),20,NA,NA,0,NULL,list(),list(),character(0),NULL,6,NA,5ae17fa16a373300149aa730_e6ced907-8738-4986-9b88-dfe2cef040f5.jpg,https://gonjoy.io/static/roulette/public/img/upload/promotion/5ae17fa16a373300149aa730_e6ced907-8738-4986-9b88-dfe2cef040f5.jpg,NA,NA,NA,NA,NA
164,5b2c93910c19d70014d45a0d,Mua 1 tặng 1,Sôi động mùa hè,2018-06-21T07:00:00Z,2018-06-27T07:00:00Z,NA,5b2c7f8aa15f9b0014922fb1,NA,2018-06-22T13:03:41Z,2018-06-22T13:03:41Z,FALSE,TRUE,1,NULL,list(),5ac49aeca9f6fb00140b24cf,0,0,"{value:c{0,0},_id:c{""5b2c98e70c19d70014d45a19"",""5b2c98e70c19d70014d45a18""},currency:c{""5a97721d28e3f00014d70498"",""5a97721d28e3f00014d70497""}}","list(value = c(0, 0), `_id` = c(""5b2c98e70c19d70014d45a17"", ""5b2c98e70c19d70014d45a16""), currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""))",list(),10,NA,NA,0,NULL,list(),list(),character(0),NULL,1,NA,5b2c7f8aa15f9b0014922fb1_de5a973e-cd3a-4af2-97ec-be4345dd8899.jpg,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b2c7f8aa15f9b0014922fb1_de5a973e-cd3a-4af2-97ec-be4345dd8899.jpg,NA,NA,NA,NA,NA
165,5b0e2a68e578270014072dff,Xua đi cái nóng thứ tư,"Giảm giá 30% Trà Đào với thời tiết "" mát mẻ "" như hôm nay nhé các bạn trẻ . Thời gian từ 12h30 đến 15h30 , không giới hạn số lượng . Thanh Toán qua samsung pay free tiền ship nha mấy chế thân thương .",NA,NA,NA,5b0e126a5ef4700014dd4e9c,NA,2018-05-30T11:29:56Z,2018-05-30T11:36:56Z,FALSE,TRUE,0,NULL,"list(item = ""5b0e245f9b52510014aee741"", `_id` = ""5b0e2a68e578270014072e00"", percent = 0, price = list(list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5b0e2a68e578270014072e02"", ""5b0e2a68e578270014072e01""), value = c(0, 30))), isPrice = FALSE)",character(0),NA,NA,{},list(),list(),NA,NA,NA,1,NULL,list(),list(),character(0),NULL,1,NA,NA,NA,30/05/2018,30/05/2018,NA,NA,NA
166,5b09b8104facd200149ec74e,Buy 1 Free 1,Buy 1 free 1,NA,NA,NA,5b07ca541ce12c001425fd37,NA,2018-05-26T17:48:53Z,2018-05-27T02:40:00Z,FALSE,TRUE,0,NULL,"list(item = ""5b07dfd11ce12c00142602ca"", `_id` = ""5b09b8104facd200149ec74f"", percent = 50, price = list(list()), isPrice = FALSE)",character(0),NA,NA,{},list(),list(),NA,NA,NA,1,NULL,list(),list(),character(0),NULL,1,NA,5b07ca541ce12c001425fd37_c125f3a9-1da0-47dd-a0f8-a3ef2143e4c6.jpg,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b07ca541ce12c001425fd37_c125f3a9-1da0-47dd-a0f8-a3ef2143e4c6.jpg,27/05/2018,31/05/2018,buy-1-free-1,NA,NA
167,5b08cc244708050014690ba6,Winner Winner Chicken Dinner,Winner Winner Chicken Dinner,NA,NA,NA,5b082fac1ce12c0014260802,NA,2018-05-26T02:48:51Z,2018-05-26T09:53:24Z,TRUE,TRUE,0,NULL,"list(item = ""5b0832221ce12c001426083d"", `_id` = ""5b08cc244708050014690ba7"", percent = 10, price = list(list()), isPrice = FALSE)",character(0),NA,NA,{},list(),list(),NA,NA,NA,1,NULL,list(),list(),character(0),NULL,1,NA,5b082fac1ce12c0014260802_3919bf1c-e594-411f-9ecd-3cd6cbd9ba59.jpg,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b082fac1ce12c0014260802_3919bf1c-e594-411f-9ecd-3cd6cbd9ba59.jpg,26/05/2018,27/05/2018,winner-chicken-dinner,NA,NA
168,5b0832d31ce12c0014260840,Winner winner chicken dinner,Winner winner chicken dinner,NA,NA,NA,5b082fac1ce12c0014260802,NA,2018-05-25T12:23:16Z,2018-05-25T22:59:15Z,TRUE,TRUE,0,NULL,"list(item = ""5b0832221ce12c001426083d"", `_id` = ""5b0832d31ce12c0014260841"", percent = 0, price = list(list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5b0832d31ce12c0014260843"", ""5b0832d31ce12c0014260842""), value = c(0, 10))), isPrice = FALSE)",character(0),NA,NA,{},list(),list(),NA,NA,NA,1,NULL,list(),list(),character(0),NULL,1,NA,5b082fac1ce12c0014260802_19ce77f7-850f-4522-bfff-f1aeac2d0940.jpg,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b082fac1ce12c0014260802_19ce77f7-850f-4522-bfff-f1aeac2d0940.jpg,25/05/2018,27/05/2018,winner-chicken-dinner,NA,NA
169,5b0809fa1ce12c00142604d2,Combo chicken and coke,Combo chicken and coke with 50% discount,NA,NA,NA,5b07ca541ce12c001425fd37,NA,2018-05-25T12:23:16Z,2018-05-25T20:04:58Z,FALSE,TRUE,0,NULL,"list(item = ""5b07dfd11ce12c00142602ca"", `_id` = ""5b0809fa1ce12c00142604d3"", percent = 0, price = list(list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5b0809fa1ce12c00142604d5"", ""5b0809fa1ce12c00142604d4""), value = c(0, 20))), isPrice = FALSE)",character(0),NA,NA,{},list(),list(),NA,NA,NA,1,NULL,list(),list(),character(0),NULL,1,NA,5b07ca541ce12c001425fd37_a67d0dc8-5a70-44f4-ae39-7259513aa580.jpg,https://gonjoy.io/static/roulette/public/img/upload/promotion/5b07ca541ce12c001425fd37_a67d0dc8-5a70-44f4-ae39-7259513aa580.jpg,25/05/2018,31/05/2018,combo-chicken-coke,NA,NA
170,5a9d0f6e07548c0014176e7d,[KHUYẾN MÃI HẤP DẪN CHO GIA ĐÌNH NGÀY 8/3,"Từ 22/2 đến hết ngày 8/3/2018 SweetHome Cafe & Restaurant tại 03 Trần Đình Long - Đà Nẵng sẽ áp dụng chương trình ưu đãi rất hấp dẫn cho khách hàng:

👍 Mua 2 tặng 1 đối với thức uống buổi sáng. 
👍 Khi đến check-in #sweethome sẽ được tặng voucher giảm giá thức ăn 10%.
👍 Đặc biệt khách hàng nào đến check-in #sweethome chụp hình đăng facebook có lượt like và share nhiều nhất sẽ được tặng voucher miễn phí 500k trong ngày 8/3.",NA,NA,5a98f1e949db4700147c31c6,5a98f1e949db4700147c31c6,NA,2018-06-24T16:10:15Z,2018-03-05T16:35:42Z,TRUE,TRUE,0,NULL,"list(itemId = ""5a9a131349db4700147c6361"", `_id` = ""5a9d0f6e07548c0014176e7e"", percent = 0, price = list(list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5a9d0f6e07548c0014176e80"", ""5a9d0f6e07548c0014176e7f""), value = c(0, 10))), isPrice = FALSE)","c(""5a5c3eb5154881001431255a"", ""598915edb929940011ff94b8"", ""597f69143210c873d06e2ba4"")",NA,NA,{},list(),list(),NA,NA,NA,1,NULL,list(),list(),5a5c3eb5154881001431255a,NULL,5,NA,sweethome_2bd62713-2690-4073-b6fa-60cb85f4bc3d.jpg,https://gonjoy.io/static/roulette/public/img/upload/promotion/sweethome_2bd62713-2690-4073-b6fa-60cb85f4bc3d.jpg,22/02/2018,08/03/2018,https://www.facebook.com/SweetHome-Cafe%CC%81-Restaurant-340752156412843/?hc_ref=ARQOAPKeMzIRyohxcRVbZX9KuJ31pn4fMOXLCIGO4lajGRCR7H7Ud1vuNHqx8RLLkAE,NA,NA
171,5a9d0f6d07548c0014176e79,[KHUYẾN MÃI HẤP DẪN CHO GIA ĐÌNH NGÀY 8/3,"Từ 22/2 đến hết ngày 8/3/2018 SweetHome Cafe & Restaurant tại 03 Trần Đình Long - Đà Nẵng sẽ áp dụng chương trình ưu đãi rất hấp dẫn cho khách hàng:

👍 Mua 2 tặng 1 đối với thức uống buổi sáng. 
👍 Khi đến check-in #sweethome sẽ được tặng voucher giảm giá thức ăn 10%.
👍 Đặc biệt khách hàng nào đến check-in #sweethome chụp hình đăng facebook có lượt like và share nhiều nhất sẽ được tặng voucher miễn phí 500k trong ngày 8/3.",NA,NA,5a98f1e949db4700147c31c6,5a98f1e949db4700147c31c6,NA,2018-06-24T16:10:15Z,2018-03-05T16:35:41Z,TRUE,TRUE,0,NULL,"list(itemId = ""5a9a131349db4700147c6361"", `_id` = ""5a9d0f6d07548c0014176e7a"", percent = 0, price = list(list(currency = c(""5a97721d28e3f00014d70498"", ""5a97721d28e3f00014d70497""), `_id` = c(""5a9d0f6d07548c0014176e7c"", ""5a9d0f6d07548c0014176e7b""), value = c(0, 10))), isPrice = FALSE)",character(0),NA,NA,{},list(),list(),NA,NA,NA,1,NULL,list(),list(),character(0),NULL,1,NA,sweethome_76b70ef5-e45c-46e0-b564-b895acc86a5f.jpg,https://gonjoy.io/static/roulette/public/img/upload/promotion/sweethome_76b70ef5-e45c-46e0-b564-b895acc86a5f.jpg,22/02/2018,08/03/2018,https://www.facebook.com/SweetHome-Cafe%CC%81-Restaurant-340752156412843/?hc_ref=ARQOAPKeMzIRyohxcRVbZX9KuJ31pn4fMOXLCIGO4lajGRCR7H7Ud1vuNHqx8RLLkAE,NA,NA
